"id","type","date","description","amount","category"
"987","Expense","2025-07-20","Pending","58930","Groceries"
"988","Expense","2025-07-20","Pending","6460","Eating Out"
"989","Expense","2025-07-20","For His Expenses","237970","Brother"
"990","Expense","2025-07-20","Medical expenses","58074","Wife"
"991","Expense","2025-07-22","Pending","7890","Coupang Subscription"
"992","Expense","2025-07-22","Pending","28770","Groceries"
"993","Expense","2025-07-24","Visa Extension","60000","Myself"
"994","Expense","2025-07-27","Pending","4000","Eating Out"
"995","Expense","2025-07-27","Pending","54800","Movies"
"996","Expense","2025-07-24","Medical expense","40072","Father"
"997","Expense","2025-07-27","Rabbies vaccine","34295","Wife"
"998","Expense","2025-07-26","Expenses","23108","Father"
"999","Income","2025-07-28","Ajumma","200000","Bonus"
"1000","Expense","2025-07-28","Traffic fine","32000","Transportation"
"1001","Expense","2025-07-29","Expenses","148908","Wife"
"1002","Expense","2025-07-29","Family expenses","229089","Mother"
"1003","Expense","2025-07-29","Mobile Recharge","6437","Wife"
"1004","Expense","2025-07-30","Taxi","12200","Transportation"
"1005","Expense","2025-07-30","Bike accusation tax","46000","Transportation"
"1006","Expense","2025-07-30","Bike Insurance","233080","Transportation"
"1007","Expense","2025-07-30","Bike","2300000","Transportation"
"1008","Expense","2025-07-31","Pending","4000","Fuel"
"1009","Expense","2025-07-31","Pending","4000","Eating Out"
"1010","Expense","2025-07-31","Bike accesories","115125","Shopping"
"1011","Expense","2025-07-31","Bike repair","95000","Transportation"
"1012","Expense","2025-07-31","Hand gloves","2997","Shopping"
"1013","Income","2025-07-31","Bike sales","1500000","From Someone"
"1015","Debt","2025-07-31","Debt received from Mahabub","1000000","Debt"
"1016","Expense","2025-08-01","Pending","2950","Eating Out"
"1017","Expense","2025-08-01","Pending","20970","Groceries"
"1018","Expense","2025-08-01","Pending","3000","Shopping"
"1019","Expense","2025-08-02","Samsung Card","391050","Master Card Bill"
"1020","Expense","2025-08-02","Pending","9800","Eating Out"
"1021","Expense","2025-08-02","Pending","27720","Groceries"
"1022","Expense","2025-08-03","Pending","13000","Shopping"
"1023","Expense","2025-08-03","Pending","10568","Fuel"
"1024","Expense","2025-08-05","Pending","10500","Eating Out"
"1025","Expense","2025-08-05","Pending","3250","Public transportation fare"
"1026","Income","2025-08-08","Lee's Trading co Ltd ","2449670","Salary"
"1027","Expense","2025-08-08","For home","67837","Shopping"
"1028","Expense","2025-08-08","Pending","211349","For Myself"
"1029","Expense","2025-08-09","Pending","6700","Eating Out"
"1030","Expense","2025-08-09","Family expenses","34864","Wife"
"1031","Expense","2025-08-10","Pending","17010","Home Rent"
"1032","Expense","2025-08-10","Pending","9470","Car Rent"
"1033","Expense","2025-08-10","Pending","6900","Shopping"
"1034","Expense","2025-08-14","Najma khala","173804","Relatives"
"1035","Expense","2025-08-14","For buying babies food","34867","Wife"
"1036","Expense","2025-08-14","Boro aunty","23045","Relatives"
"1037","Expense","2025-08-15","Pending","31940","Groceries"
"1038","Expense","2025-08-15","Baby products and medical expenses for father","46467","Wife"
"1039","Expense","2025-08-15","For expenses ","16369","Wife"
"1040","Expense","2025-08-16","Pending","31244","Coupang Subscription"
"1041","Expense","2025-08-16","Pending","81820","Car Rent"
"1042","Expense","2025-08-17","Pending","20000","Groceries"
"1043","Expense","2025-08-17","Pending","3000","Shopping"
"1044","Expense","2025-08-16","Pending","8900","Shopping"
"1045","Expense","2025-08-17","Pending","6950","Groceries"
"1046","Expense","2025-08-18","LGU+","11870","Sim Bill"
"1047","Expense","2025-08-18","Family expenses","46383","Father"
"1048","Expense","2025-08-20","Family expenses","17530","Wife"
"1049","Expense","2025-08-20","Other expenses","11684","Wife"
"1050","Expense","2025-08-21","Pending","40668","Vehicle repairs"
"1051","Expense","2025-08-21","Taxi","9700","Public transportation fare"
"1052","Expense","2025-08-22","Taxi","6700","Public transportation fare"
"1053","Expense","2025-08-23","Family expenses","57763","Father"
"1054","Expense","2025-08-23","Family expenses","28886","Mother"
"1055","Expense","2025-08-22","Family expenses","35000","Wife"
"1056","Expense","2025-08-23","Pending","9900","Eating Out"
"1057","Expense","2025-08-24","Family expenses","17339","Wife"
"1058","Expense","2025-08-24","For shopping ","23119","Family"
"1059","Expense","2025-08-24","Mobile Recharge","7894","Wife"
"1060","Expense","2025-08-26","For motorcycle","22550","Shopping"
"1061","Expense","2025-08-28","Family expenses","23171","Wife"
"1062","Expense","2025-08-29","Pending","3100","Eating Out"
"1063","Expense","2025-08-30","Pending","14080","Groceries"
"1064","Expense","2025-09-01","Family expenses","115834","Wife"
"1065","Expense","2025-09-01","Family expenses","173751","Mother"
"1066","Expense","2025-09-01","Family expenses","46303","Father"
"1067","Expense","2025-09-01","Pending","227000","Shopping"
"1068","Income","2025-09-10","Lee's Trading co Ltd ","2419103","Salary"
"1069","Expense","2025-09-05","Expenses","222151","Brother"
"1070","Expense","2025-09-08","Family expenses","34632","Wife"
"1071","Expense","2025-09-08","Medical expense","23091","Mother"
"1072","Expense","2025-09-04","Expenses","23208","Sister"
"1073","Expense","2025-09-10","Hair cut","12000","Myself"
"1074","Expense","2025-09-02","Pending","24753","Car Rent"
"1075","Expense","2025-09-03","Pending","17000","Shopping"
"1076","Expense","2025-09-04","Pending","4150","Eating Out"
"1077","Expense","2025-09-05","Pending","3100","Public transportation fare"
"1079","Expense","2025-09-04","Pending","604133","Shopping"
"1080","Expense","2025-09-03","Pending","8000","Shopping"
"1081","Expense","2025-09-06","Pending","15800","Eating Out"
"1082","Expense","2025-09-06","Pending","31240","Groceries"
"1083","Expense","2025-09-07","Pending","26377","Car Rent"
"1084","Expense","2025-09-07","Pending","75000","Shopping"
"1085","Expense","2025-09-09","Pending","16600","Groceries"
"1086","Expense","2025-09-10","Pending","4000","Eating Out"
"1087","Expense","2025-09-10","Samsung Card","587321","Master Card Bill"
"1088","Expense","2025-09-10","Kukmin Card","50568","Master Card Bill"
"1089","Expense","2025-09-11","Pending","52220","Groceries"
"1090","Expense","2025-09-12","Pending","12870","Utility"
"1091","Expense","2025-09-12","Pending","10700","Eating Out"
"1092","Expense","2025-09-13","Pending","13000","Shopping"
"1093","Expense","2025-09-07","Pending","3100","Public transportation fare"
"1094","Expense","2025-09-14","Expenses","11573","Wife"
"1095","Expense","2025-09-15","LGU+","7900","Sim Bill"
"1096","Expense","2025-09-16","Mobile Recharge","5303","Wife"
"1097","Expense","2025-09-14","Pending","41363","ChatGpt Subcription"
"1098","Expense","2025-09-14","Pending","16993","Utility"
"1099","Expense","2025-09-14","Pending","10900","Eating Out"
"1100","Expense","2025-09-16","Pending","85560","Groceries"
"1101","Expense","2025-09-17","Pending","9100","Eating Out"
